"full_prop","full_raw","cold_prop","cold_raw","sig_cold","dry_prop","dry_raw","dry_sig","full"
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0,0,1,0.000606612071580224
0.00151653017895056,5,0.00219298245614035,1,0,0,0,1,0.00151653017895056
0.000909918107370337,3,0,0,1,0.00956937799043062,2,1,0.000909918107370337
0.00212314225053079,7,0,0,1,0,0,1,0.00212314225053079
0.000909918107370337,3,0,0,1,0.00478468899521531,1,1,0.000909918107370337
0.00272975432211101,9,0.0087719298245614,4,1,0,0,1,0.00272975432211101
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.00303306035790112,10,0,0,1,0.0239234449760766,5,1,0.00303306035790112
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0.0043859649122807,2,1,0,0,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000606612071580224,2,0.0043859649122807,2,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.00121322414316045,4,0,0,1,0,0,1,0.00121322414316045
0.00181983621474067,6,0.00219298245614035,1,0,0.00478468899521531,1,1,0.00181983621474067
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.00181983621474067,6,0,0,1,0.00478468899521531,1,1,0.00181983621474067
0.000909918107370337,3,0,0,1,0.00478468899521531,1,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.00121322414316045,4,0,0,1,0.00956937799043062,2,1,0.00121322414316045
0.000909918107370337,3,0.00219298245614035,1,0,0,0,1,0.000909918107370337
0.000606612071580224,2,0.0043859649122807,2,1,0.00956937799043062,2,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0.00956937799043062,2,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.00151653017895056,5,0,0,1,0,0,1,0.00151653017895056
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.00272975432211101,9,0,0,1,0,0,1,0.00272975432211101
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0.00478468899521531,1,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0.00478468899521531,1,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.00515620260843191,17,0,0,1,0.00478468899521531,1,0,0.00515620260843191
0.000606612071580224,2,0,0,1,0.00956937799043062,2,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000909918107370337,3,0,0,1,0.00478468899521531,1,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0,0,1,0.000606612071580224
0.000909918107370337,3,0.00219298245614035,1,0,0,0,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0.00956937799043062,2,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000909918107370337,3,0,0,1,0.00478468899521531,1,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.00151653017895056,5,0.0109649122807018,5,1,0,0,1,0.00151653017895056
0.000606612071580224,2,0.0043859649122807,2,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000909918107370337,3,0.00219298245614035,1,0,0,0,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0.00478468899521531,1,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.00121322414316045,4,0.00657894736842105,3,1,0,0,1,0.00121322414316045
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.00121322414316045,4,0.00657894736842105,3,1,0,0,1,0.00121322414316045
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0.00478468899521531,1,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0,0,1,0.000606612071580224
0.000606612071580224,2,0.0043859649122807,2,1,0.00478468899521531,1,1,0.000606612071580224
0.000606612071580224,2,0.00219298245614035,1,0,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0.00478468899521531,1,1,0.000606612071580224
0.0172884440400364,57,0,0,1,0,0,1,0.0172884440400364
0.000909918107370337,3,0,0,1,0,0,1,0.000909918107370337
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.000606612071580224,2,0,0,1,0,0,1,0.000606612071580224
0.00212314225053079,7,0,0,1,0,0,1,0.00212314225053079
0.0163785259326661,54,0.00219298245614035,1,1,0.00956937799043062,2,1,0.0163785259326661
0.183500151653018,605,0.324561403508772,148,1,0.0478468899521531,10,1,0.183500151653018
0.0227479526842584,75,0.0394736842105263,18,1,0.076555023923445,16,1,0.0227479526842584
0.0130421595389748,43,0.0219298245614035,10,1,0.0143540669856459,3,0,0.0130421595389748
0.00576281468001213,19,0.00219298245614035,1,1,0.0143540669856459,3,1,0.00576281468001213
0.0106157112526539,35,0.0153508771929825,7,0,0.00478468899521531,1,1,0.0106157112526539
0.00272975432211101,9,0.0131578947368421,6,1,0.00478468899521531,1,0,0.00272975432211101
0.00151653017895056,5,0,0,1,0,0,1,0.00151653017895056
0.00121322414316045,4,0,0,1,0,0,1,0.00121322414316045
