"V1"
"AT1G01050"
"AT1G01100"
"AT1G01120"
"AT1G01130"
"AT1G01140"
"AT1G01170"
"AT1G01190"
"AT1G01300"
"AT1G01320"
"AT1G01340"
"AT1G01370"
"AT1G01420"
"AT1G01470"
"AT1G01480"
"AT1G01490"
"AT1G01500"
"AT1G01530"
"AT1G01560"
"AT1G01610"
"AT1G01630"
"AT1G01640"
"AT1G01650"
"AT1G01700"
"AT1G01710"
"AT1G01720"
"AT1G01770"
"AT1G01780"
"AT1G01800"
"AT1G01830"
"AT1G01840"
"AT1G01860"
"AT1G01900"
"AT1G01910"
"AT1G01920"
"AT1G01930"
"AT1G01940"
"AT1G01950"
"AT1G01970"
"AT1G01990"
"AT1G02080"
"AT1G02100"
"AT1G02130"
"AT1G02150"
"AT1G02170"
"AT1G02205"
"AT1G02270"
"AT1G02280"
"AT1G02340"
"AT1G02360"
"AT1G02370"
"AT1G02390"
"AT1G02400"
"AT1G02470"
"AT1G02560"
"AT1G02640"
"AT1G02816"
"AT1G02840"
"AT1G02850"
"AT1G02910"
"AT1G02940"
"AT1G02950"
"AT1G02960"
"AT1G03010"
"AT1G03055"
"AT1G03130"
"AT1G03150"
"AT1G03160"
"AT1G03210"
"AT1G03290"
"AT1G03350"
"AT1G03400"
"AT1G03475"
"AT1G03540"
"AT1G03590"
"AT1G03600"
"AT1G03610"
"AT1G03620"
"AT1G03630"
"AT1G03687"
"AT1G03730"
"AT1G03860"
"AT1G03870"
"AT1G03970"
"AT1G03980"
"AT1G04000"
"AT1G04020"
"AT1G04040"
"AT1G04080"
"AT1G04250"
"AT1G04260"
"AT1G04340"
"AT1G04360"
"AT1G04400"
"AT1G04420"
"AT1G04440"
"AT1G04510"
"AT1G04530"
"AT1G04590"
"AT1G04640"
"AT1G04710"
"AT1G04730"
"AT1G04750"
"AT1G04790"
"AT1G04870"
"AT1G04880"
"AT1G04950"
"AT1G04960"
"AT1G05010"
"AT1G05060"
"AT1G05100"
"AT1G05140"
"AT1G05150"
"AT1G05160"
"AT1G05205"
"AT1G05210"
"AT1G05270"
"AT1G05300"
"AT1G05320"
"AT1G05340"
"AT1G05350"
"AT1G05370"
"AT1G05385"
"AT1G05430"
"AT1G05560"
"AT1G05600"
"AT1G05680"
"AT1G05720"
"AT1G05810"
"AT1G05850"
"AT1G05890"
"AT1G05900"
"AT1G05950"
"AT1G05960"
"AT1G06040"
"AT1G06050"
"AT1G06110"
"AT1G06140"
"AT1G06160"
"AT1G06190"
"AT1G06200"
"AT1G06240"
"AT1G06390"
"AT1G06400"
"AT1G06430"
"AT1G06460"
"AT1G06490"
"AT1G06510"
"AT1G06530"
"AT1G06560"
"AT1G06570"
"AT1G06620"
"AT1G06630"
"AT1G06680"
"AT1G06700"
"AT1G06730"
"AT1G06790"
"AT1G06820"
"AT1G06830"
"AT1G06840"
"AT1G06850"
"AT1G06900"
"AT1G06960"
"AT1G07030"
"AT1G07090"
"AT1G07110"
"AT1G07128"
"AT1G07140"
"AT1G07150"
"AT1G07230"
"AT1G07240"
"AT1G07250"
"AT1G07300"
"AT1G07320"
"AT1G07350"
"AT1G07370"
"AT1G07430"
"AT1G07440"
"AT1G07485"
"AT1G07510"
"AT1G07520"
"AT1G07530"
"AT1G07570"
"AT1G07590"
"AT1G07630"
"AT1G07650"
"AT1G07705"
"AT1G07720"
"AT1G07745"
"AT1G07790"
"AT1G07830"
"AT1G07840"
"AT1G07890"
"AT1G07960"
"AT1G07970"
"AT1G08040"
"AT1G08050"
"AT1G08110"
"AT1G08180"
"AT1G08190"
"AT1G08230"
"AT1G08280"
"AT1G08350"
"AT1G08380"
"AT1G08390"
"AT1G08450"
"AT1G08460"
"AT1G08480"
"AT1G08520"
"AT1G08540"
"AT1G08550"
"AT1G08570"
"AT1G08580"
"AT1G08630"
"AT1G08640"
"AT1G08650"
"AT1G08660"
"AT1G08700"
"AT1G08720"
"AT1G08780"
"AT1G08800"
"AT1G08830"
"AT1G08880"
"AT1G08920"
"AT1G08930"
"AT1G08980"
"AT1G09010"
"AT1G09020"
"AT1G09130"
"AT1G09140"
"AT1G09200"
"AT1G09210"
"AT1G09240"
"AT1G09280"
"AT1G09300"
"AT1G09310"
"AT1G09330"
"AT1G09370"
"AT1G09390"
"AT1G09500"
"AT1G09520"
"AT1G09530"
"AT1G09540"
"AT1G09560"
"AT1G09620"
"AT1G09630"
"AT1G09750"
"AT1G09770"
"AT1G09780"
"AT1G09795"
"AT1G09815"
"AT1G09830"
"AT1G09920"
"AT1G09940"
"AT1G09970"
"AT1G10020"
"AT1G10030"
"AT1G10060"
"AT1G10180"
"AT1G10210"
"AT1G10290"
"AT1G10320"
"AT1G10340"
"AT1G10360"
"AT1G10390"
"AT1G10410"
"AT1G10470"
"AT1G10510"
"AT1G10580"
"AT1G10590"
"AT1G10610"
"AT1G10630"
"AT1G10640"
"AT1G10650"
"AT1G10660"
"AT1G10670"
"AT1G10720"
"AT1G10760"
"AT1G10850"
"AT1G10900"
"AT1G10910"
"AT1G10940"
"AT1G10970"
"AT1G10990"
"AT1G11130"
"AT1G11210"
"AT1G11270"
"AT1G11320"
"AT1G11330"
"AT1G11350"
"AT1G11380"
"AT1G11410"
"AT1G11430"
"AT1G11650"
"AT1G11680"
"AT1G11720"
"AT1G11740"
"AT1G11820"
"AT1G11840"
"AT1G11870"
"AT1G11890"
"AT1G11910"
"AT1G11930"
"AT1G11950"
"AT1G12000"
"AT1G12020"
"AT1G12050"
"AT1G12080"
"AT1G12110"
"AT1G12140"
"AT1G12160"
"AT1G12220"
"AT1G12230"
"AT1G12250"
"AT1G12270"
"AT1G12280"
"AT1G12290"
"AT1G12310"
"AT1G12480"
"AT1G12520"
"AT1G12610"
"AT1G12630"
"AT1G12790"
"AT1G12800"
"AT1G12820"
"AT1G12840"
"AT1G12845"
"AT1G12850"
"AT1G12860"
"AT1G12900"
"AT1G12940"
"AT1G12990"
"AT1G13050"
"AT1G13100"
"AT1G13110"
"AT1G13120"
"AT1G13170"
"AT1G13190"
"AT1G13195"
"AT1G13200"
"AT1G13260"
"AT1G13380"
"AT1G13440"
"AT1G13450"
"AT1G13460"
"AT1G13560"
"AT1G13570"
"AT1G13580"
"AT1G13610"
"AT1G13640"
"AT1G13650"
"AT1G13670"
"AT1G13730"
"AT1G13740"
"AT1G13830"
"AT1G13910"
"AT1G13930"
"AT1G13970"
"AT1G14000"
"AT1G14030"
"AT1G14060"
"AT1G14070"
"AT1G14080"
"AT1G14150"
"AT1G14210"
"AT1G14270"
"AT1G14290"
"AT1G14310"
"AT1G14350"
"AT1G14360"
"AT1G14370"
"AT1G14390"
"AT1G14400"
"AT1G14410"
"AT1G14440"
"AT1G14460"
"AT1G14530"
"AT1G14580"
"AT1G14610"
"AT1G14640"
"AT1G14660"
"AT1G14680"
"AT1G14685"
"AT1G14710"
"AT1G14770"
"AT1G14780"
"AT1G14790"
"AT1G14890"
"AT1G14980"
"AT1G15000"
"AT1G15010"
"AT1G15020"
"AT1G15100"
"AT1G15120"
"AT1G15140"
"AT1G15170"
"AT1G15180"
"AT1G15200"
"AT1G15230"
"AT1G15270"
"AT1G15280"
"AT1G15290"
"AT1G15310"
"AT1G15340"
"AT1G15370"
"AT1G15380"
"AT1G15400"
"AT1G15430"
"AT1G15440"
"AT1G15480"
"AT1G15550"
"AT1G15580"
"AT1G15640"
"AT1G15660"
"AT1G15710"
"AT1G15730"
"AT1G15740"
"AT1G15750"
"AT1G15820"
"AT1G15860"
"AT1G15930"
"AT1G15980"
"AT1G16000"
"AT1G16060"
"AT1G16090"
"AT1G16190"
"AT1G16220"
"AT1G16310"
"AT1G16330"
"AT1G16340"
"AT1G16390"
"AT1G16420"
"AT1G16460"
"AT1G16470"
"AT1G16480"
"AT1G16490"
"AT1G16500"
"AT1G16510"
"AT1G16530"
"AT1G16560"
"AT1G16590"
"AT1G16640"
"AT1G16710"
"AT1G16750"
"AT1G16780"
"AT1G16790"
"AT1G16810"
"AT1G16840"
"AT1G16850"
"AT1G16920"
"AT1G16940"
"AT1G16950"
"AT1G16970"
"AT1G17060"
"AT1G17080"
"AT1G17110"
"AT1G17120"
"AT1G17130"
"AT1G17145"
"AT1G17210"
"AT1G17220"
"AT1G17250"
"AT1G17360"
"AT1G17370"
"AT1G17380"
"AT1G17410"
"AT1G17420"
"AT1G17470"
"AT1G17480"
"AT1G17500"
"AT1G17530"
"AT1G17560"
"AT1G17580"
"AT1G17640"
"AT1G17680"
"AT1G17700"
"AT1G17840"
"AT1G17850"
"AT1G17860"
"AT1G17980"
"AT1G18040"
"AT1G18070"
"AT1G18080"
"AT1G18160"
"AT1G18170"
"AT1G18210"
"AT1G18250"
"AT1G18260"
"AT1G18270"
"AT1G18350"
"AT1G18360"
"AT1G18390"
"AT1G18470"
"AT1G18485"
"AT1G18490"
"AT1G18550"
"AT1G18570"
"AT1G18590"
"AT1G18620"
"AT1G18630"
"AT1G18660"
"AT1G18710"
"AT1G18720"
"AT1G18730"
"AT1G18740"
"AT1G18750"
"AT1G18810"
"AT1G18840"
"AT1G18850"
"AT1G18870"
"AT1G18910"
"AT1G18950"
"AT1G18990"
"AT1G19000"
"AT1G19020"
"AT1G19050"
"AT1G19110"
"AT1G19120"
"AT1G19150"
"AT1G19180"
"AT1G19190"
"AT1G19210"
"AT1G19240"
"AT1G19300"
"AT1G19320"
"AT1G19330"
"AT1G19360"
"AT1G19380"
"AT1G19440"
"AT1G19485"
"AT1G19510"
"AT1G19540"
"AT1G19600"
"AT1G19680"
"AT1G19690"
"AT1G19710"
"AT1G19715"
"AT1G19730"
"AT1G19740"
"AT1G19780"
"AT1G19860"
"AT1G19870"
"AT1G19880"
"AT1G19950"
"AT1G20020"
"AT1G20030"
"AT1G20090"
"AT1G20110"
"AT1G20120"
"AT1G20135"
"AT1G20160"
"AT1G20190"
"AT1G20200"
"AT1G20300"
"AT1G20330"
"AT1G20340"
"AT1G20410"
"AT1G20490"
"AT1G20500"
"AT1G20510"
"AT1G20520"
"AT1G20540"
"AT1G20630"
"AT1G20650"
"AT1G20770"
"AT1G20810"
"AT1G20816"
"AT1G20823"
"AT1G20830"
"AT1G20840"
"AT1G20910"
"AT1G21050"
"AT1G21065"
"AT1G21080"
"AT1G21100"
"AT1G21140"
"AT1G21160"
"AT1G21200"
"AT1G21270"
"AT1G21350"
"AT1G21410"
"AT1G21440"
"AT1G21450"
"AT1G21460"
"AT1G21480"
"AT1G21500"
"AT1G21520"
"AT1G21525"
"AT1G21540"
"AT1G21550"
"AT1G21590"
"AT1G21600"
"AT1G21610"
"AT1G21670"
"AT1G21680"
"AT1G21700"
"AT1G21710"
"AT1G21720"
"AT1G21770"
"AT1G21780"
"AT1G21890"
"AT1G21900"
"AT1G21910"
"AT1G21920"
"AT1G21980"
"AT1G22020"
"AT1G22040"
"AT1G22060"
"AT1G22070"
"AT1G22190"
"AT1G22300"
"AT1G22330"
"AT1G22340"
"AT1G22360"
"AT1G22400"
"AT1G22430"
"AT1G22530"
"AT1G22570"
"AT1G22610"
"AT1G22630"
"AT1G22690"
"AT1G22700"
"AT1G22740"
"AT1G22790"
"AT1G22810"
"AT1G22840"
"AT1G22850"
"AT1G22860"
"AT1G22930"
"AT1G22940"
"AT1G22990"
"AT1G23020"
"AT1G23030"
"AT1G23040"
"AT1G23060"
"AT1G23070"
"AT1G23080"
"AT1G23090"
"AT1G23100"
"AT1G23120"
"AT1G23140"
"AT1G23180"
"AT1G23205"
"AT1G23220"
"AT1G23230"
"AT1G23260"
"AT1G23310"
"AT1G23330"
"AT1G23380"
"AT1G23390"
"AT1G23400"
"AT1G23440"
"AT1G23480"
"AT1G23490"
"AT1G23610"
"AT1G23650"
"AT1G23730"
"AT1G23750"
"AT1G23820"
"AT1G23830"
"AT1G23840"
"AT1G23860"
"AT1G23980"
"AT1G24040"
"AT1G24050"
"AT1G24150"
"AT1G24170"
"AT1G24180"
"AT1G24210"
"AT1G24290"
"AT1G24330"
"AT1G24350"
"AT1G24450"
"AT1G24490"
"AT1G24530"
"AT1G24600"
"AT1G24610"
"AT1G24706"
"AT1G24764"
"AT1G25260"
"AT1G25275"
"AT1G25280"
"AT1G25370"
"AT1G25375"
"AT1G25390"
"AT1G25400"
"AT1G25450"
"AT1G25510"
"AT1G25520"
"AT1G25530"
"AT1G25550"
"AT1G25580"
"AT1G26100"
"AT1G26150"
"AT1G26180"
"AT1G26230"
"AT1G26260"
"AT1G26270"
"AT1G26300"
"AT1G26340"
"AT1G26360"
"AT1G26380"
"AT1G26390"
"AT1G26420"
"AT1G26440"
"AT1G26450"
"AT1G26520"
"AT1G26570"
"AT1G26580"
"AT1G26620"
"AT1G26630"
"AT1G26665"
"AT1G26750"
"AT1G26770"
"AT1G26840"
"AT1G26920"
"AT1G26960"
"AT1G27030"
"AT1G27090"
"AT1G27120"
"AT1G27140"
"AT1G27210"
"AT1G27320"
"AT1G27385"
"AT1G27510"
"AT1G27520"
"AT1G27590"
"AT1G27595"
"AT1G27630"
"AT1G27650"
"AT1G27770"
"AT1G27850"
"AT1G27900"
"AT1G27930"
"AT1G27950"
"AT1G27960"
"AT1G27970"
"AT1G27980"
"AT1G28010"
"AT1G28060"
"AT1G28080"
"AT1G28100"
"AT1G28130"
"AT1G28140"
"AT1G28150"
"AT1G28190"
"AT1G28200"
"AT1G28210"
"AT1G28240"
"AT1G28250"
"AT1G28270"
"AT1G28280"
"AT1G28380"
"AT1G28395"
"AT1G28490"
"AT1G28580"
"AT1G28610"
"AT1G28680"
"AT1G28710"
"AT1G29050"
"AT1G29060"
"AT1G29150"
"AT1G29180"
"AT1G29250"
"AT1G29280"
"AT1G29310"
"AT1G29400"
"AT1G29470"
"AT1G29520"
"AT1G29530"
"AT1G29680"
"AT1G29700"
"AT1G29720"
"AT1G29790"
"AT1G29850"
"AT1G29860"
"AT1G29880"
"AT1G29900"
"AT1G30020"
"AT1G30040"
"AT1G30110"
"AT1G30135"
"AT1G30210"
"AT1G30220"
"AT1G30260"
"AT1G30300"
"AT1G30360"
"AT1G30380"
"AT1G30400"
"AT1G30455"
"AT1G30490"
"AT1G30520"
"AT1G30610"
"AT1G30620"
"AT1G30630"
"AT1G30750"
"AT1G30820"
"AT1G30840"
"AT1G30880"
"AT1G30890"
"AT1G30900"
"AT1G30960"
"AT1G30970"
"AT1G31020"
"AT1G31100"
"AT1G31160"
"AT1G31170"
"AT1G31250"
"AT1G31320"
"AT1G31420"
"AT1G31480"
"AT1G31490"
"AT1G31500"
"AT1G31580"
"AT1G31670"
"AT1G31720"
"AT1G31750"
"AT1G31770"
"AT1G31780"
"AT1G31790"
"AT1G31817"
"AT1G31830"
"AT1G31840"
"AT1G31910"
"AT1G31920"
"AT1G32040"
"AT1G32060"
"AT1G32080"
"AT1G32120"
"AT1G32160"
"AT1G32170"
"AT1G32190"
"AT1G32200"
"AT1G32210"
"AT1G32250"
"AT1G32350"
"AT1G32400"
"AT1G32410"
"AT1G32440"
"AT1G32450"
"AT1G32460"
"AT1G32540"
"AT1G32550"
"AT1G32580"
"AT1G32640"
"AT1G32740"
"AT1G32750"
"AT1G32760"
"AT1G32790"
"AT1G32970"
"AT1G32990"
"AT1G33050"
