Gene
AT1G51920
AT1G52690
AT1G52810
AT1G53080
AT1G53170
AT1G53210
AT1G53460
AT1G53540
AT1G53720
AT1G54040
AT1G54380
AT1G54470
AT1G54490
AT1G54790
AT1G55360
AT1G55590
AT1G56060
AT1G56160
AT1G56510
AT1G56540
AT1G56590
AT1G57780
AT1G58270
AT1G58440
AT1G59730
AT1G59780
AT1G59820
AT1G59940
AT1G60650
AT1G60800
AT1G60990
AT1G61120
AT1G61460
AT1G61580
AT1G61610
AT1G61810
AT1G61820
AT1G61990
AT1G62290
AT1G62422
AT1G62970
AT1G63930
AT1G64050
AT1G64180
AT1G64280
AT1G65240
AT1G65510
AT1G65560
AT1G65670
AT1G65910
AT1G66090
AT1G66860
AT1G67000
AT1G67060
AT1G67410
AT1G67490
AT1G67670
AT1G68160
AT1G68520
AT1G68540
AT1G68750
AT1G68890
AT1G69020
AT1G69200
AT1G69930
AT1G70170
AT1G70560
AT1G71000
AT1G71050
AT1G71230
AT1G71260
AT1G71697
AT1G72260
AT1G72280
AT1G73130
AT1G73290
AT1G73710
AT1G74260
AT1G74360
AT1G74400
AT1G74440
AT1G74490
AT1G74710
AT1G76320
AT1G76370
AT1G76970
AT1G77120
AT1G77360
AT1G77390
AT1G77400
AT1G77655
AT1G77850
AT1G78420
AT1G78770
AT1G78890
AT1G78960
AT1G79080
AT1G79210
AT1G79260
AT1G79560
AT1G79830
AT1G80130
AT1G80320
AT1G80590
AT1G80600
AT1G80630
AT1G80780
AT1G80790
AT1G80820
AT1G80930
AT2G01090
AT2G01830
AT2G01960
AT2G02350
AT2G02550
AT2G02560
AT2G02860
AT2G02960
AT2G03540
AT2G03710
AT2G03780
AT2G03890
AT2G04280
AT2G04305
AT2G04430
AT2G04720
AT2G04760
AT2G04890
AT2G07671
AT2G07675
AT2G07687
AT2G07696
AT2G07712
AT2G07727
AT2G07736
AT2G07739
AT2G11910
AT2G13570
AT2G13790
AT2G13810
AT2G14290
AT2G14670
AT2G14835
AT2G14860
AT2G15042
AT2G15070
AT2G16060
AT2G16090
AT2G16430
AT2G16840
AT2G17370
AT2G17850
AT2G18160
AT2G18162
AT2G18680
AT2G18690
AT2G19410
AT2G19800
AT2G19930
AT2G20030
AT2G20060
AT2G20142
AT2G21120
AT2G21440
AT2G21590
AT2G22740
AT2G23110
AT2G23560
AT2G23740
AT2G23810
AT2G24220
AT2G24590
AT2G24610
AT2G24830
AT2G24850
AT2G26135
AT2G26180
AT2G26280
AT2G27010
AT2G27220
AT2G27270
AT2G27570
AT2G27660
AT2G27690
AT2G28000
AT2G28010
AT2G28070
AT2G28190
AT2G28355
AT2G28390
AT2G28580
AT2G29110
AT2G29190
AT2G29330
AT2G29500
AT2G30090
AT2G30250
AT2G30360
AT2G30480
AT2G30670
AT2G31100
AT2G31840
AT2G31890
AT2G31960
AT2G31970
AT2G32100
AT2G32140
AT2G32800
AT2G32910
AT2G33260
AT2G33580
AT2G33735
AT2G34140
AT2G34230
AT2G34640
AT2G35050
AT2G35080
AT2G35110
AT2G35680
AT2G35700
AT2G35710
AT2G35900
AT2G36070
AT2G36190
AT2G36200
AT2G36230
AT2G36240
AT2G36550
AT2G37540
AT2G37570
AT2G38240
AT2G39560
AT2G39670
AT2G39840
AT2G40270
AT2G40650
AT2G40840
AT2G41100
AT2G41160
AT2G41610
AT2G41730
AT2G41900
AT2G41940
AT2G42350
AT2G42360
AT2G42980
AT2G43150
AT2G43320
AT2G43510
AT2G43760
AT2G44050
AT2G44420
AT2G44430
AT2G44480
AT2G45010
AT2G45220
AT2G45930
AT2G46940
AT2G47050
AT2G47570
AT2G47580
AT2G47770
AT3G01080
AT3G01090
AT3G01470
AT3G01472
AT3G01640
AT3G01740
AT3G01770
AT3G02480
AT3G02550
AT3G02840
AT3G02875
AT3G02950
AT3G03180
AT3G03230
AT3G03320
AT3G03800
AT3G04560
AT3G04640
AT3G05240
AT3G05270
AT3G05400
AT3G05500
AT3G05510
AT3G05540
AT3G05580
AT3G06160
AT3G06210
AT3G06590
AT3G07030
AT3G07660
AT3G07770
AT3G09270
AT3G09405
AT3G09650
AT3G09830
AT3G09850
AT3G09900
AT3G10040
AT3G10370
AT3G10630
AT3G10640
AT3G10820
AT3G11240
AT3G11410
AT3G11460
AT3G11820
AT3G12390
AT3G12480
AT3G12560
AT3G12570
AT3G12820
AT3G13460
AT3G13790
AT3G14030
AT3G14100
AT3G14120
AT3G14360
AT3G14650
AT3G14860
AT3G15095
AT3G15220
AT3G15470
AT3G15780
AT3G15810
AT3G15860
AT3G17160
AT3G17170
AT3G17410
AT3G17980
AT3G18230
AT3G18260
AT3G18880
AT3G19460
AT3G20130
AT3G20510
AT3G20520
AT3G20720
AT3G21270
AT3G21520
AT3G22260
AT3G22380
AT3G22600
AT3G22640
AT3G22880
AT3G22910
AT3G23260
AT3G23870
AT3G24490
AT3G24715
AT3G25070
AT3G25410
AT3G25640
AT3G25910
AT3G26270
AT3G26420
AT3G26430
AT3G26640
AT3G26750
AT3G27010
AT3G27220
AT3G27320
AT3G27540
AT3G27800
AT3G27820
AT3G28210
AT3G28690
AT3G28740
AT3G28890
AT3G29270
AT3G29375
AT3G29970
AT3G30160
AT3G32040
AT3G43240
AT3G43280
AT3G43700
AT3G44070
AT3G44320
AT3G44350
AT3G44380
AT3G44720
AT3G45040
AT3G45240
AT3G45242
AT3G45670
AT3G45720
AT3G45860
AT3G46030
AT3G46180
AT3G46280
AT3G46500
AT3G46570
AT3G46600
AT3G48090
AT3G48250
AT3G48410
AT3G48520
AT3G48540
AT3G49070
AT3G49150
AT3G49190
AT3G49340
AT3G49490
AT3G49780
AT3G49860
AT3G50480
AT3G50940
AT3G50950
AT3G51320
AT3G51600
AT3G51960
AT3G52170
AT3G53300
AT3G53410
AT3G53560
AT3G53720
AT3G53730
AT3G54070
AT3G54130
AT3G54190
AT3G54230
AT3G54290
AT3G54350
AT3G54570
AT3G55640
AT3G55920
AT3G55970
AT3G56360
AT3G56580
AT3G57280
AT3G57600
AT3G57710
AT3G58970
AT3G58990
AT3G59260
AT3G59340
AT3G59550
AT3G59650
AT3G59790
AT3G59800
AT3G60030
AT3G60350
AT3G60740
AT3G61460
AT3G61760
AT3G61780
AT3G62320
AT3G62680
AT3G62780
AT3G62800
AT3G62840
AT3G62940
AT3G63240
AT4G00300
AT4G00420
AT4G00740
AT4G01010
AT4G01440
AT4G01870
AT4G02195
AT4G02330
AT4G02720
AT4G02790
AT4G02990
AT4G03690
AT4G04490
AT4G04510
AT4G04930
AT4G05310
AT4G05470
AT4G08320
AT4G08460
AT4G08780
AT4G08800
AT4G08920
AT4G08940
AT4G09150
AT4G09600
AT4G10270
AT4G10710
AT4G11000
AT4G11060
AT4G11410
AT4G11450
AT4G11460
AT4G11650
AT4G11830
AT4G11890
AT4G12010
AT4G12400
AT4G12460
AT4G12600
AT4G12640
AT4G13020
AT4G13130
AT4G13560
AT4G13800
AT4G14130
AT4G14190
AT4G14365
AT4G14465
AT4G14480
AT4G14530
AT4G14540
AT4G14660
AT4G14920
AT4G15260
AT4G15340
AT4G15415
AT4G16280
AT4G16360
AT4G16510
AT4G16610
AT4G16820
AT4G16860
AT4G17260
AT4G17500
AT4G17520
AT4G17640
AT4G17960
AT4G18020
AT4G18050
AT4G18260
AT4G18390
AT4G18430
AT4G18820
AT4G19030
AT4G19140
AT4G19470
AT4G19510
AT4G19530
AT4G19680
AT4G19740
AT4G19810
AT4G20320
AT4G20480
AT4G20830
AT4G21160
AT4G21270
AT4G21310
AT4G21560
AT4G22020
AT4G22430
AT4G23070
AT4G23110
AT4G23150
AT4G23190
AT4G23220
AT4G23250
AT4G23310
AT4G23470
AT4G23700
AT4G23810
AT4G24160
AT4G24280
AT4G24350
AT4G24730
AT4G25200
AT4G25360
AT4G25710
AT4G25740
AT4G25810
AT4G25940
AT4G26070
AT4G26230
AT4G26250
AT4G26980
AT4G27130
AT4G27654
AT4G28085
AT4G28160
AT4G28430
AT4G28640
AT4G28910
AT4G29000
AT4G29170
AT4G29550
AT4G29670
AT4G29720
AT4G29740
AT4G30210
AT4G30590
AT4G30640
AT4G30850
AT4G31070
AT4G31710
AT4G31730
AT4G31820
AT4G31850
AT4G32040
AT4G32120
AT4G32290
AT4G32375
AT4G32430
AT4G33070
AT4G33210
AT4G33420
AT4G33910
AT4G34110
AT4G34150
AT4G34265
AT4G34460
AT4G34480
AT4G34980
AT4G35590
AT4G35600
AT4G35905
AT4G36410
AT4G36660
AT4G36870
AT4G37110
AT4G37370
AT4G37540
AT4G38890
AT4G39070
AT4G39240
AT4G39630
AT4G39830
AT4G39890
AT4G40030
AT5G01020
AT5G01190
AT5G01820
AT5G01870
AT5G02290
AT5G02480
AT5G02820
AT5G03280
AT5G03415
AT5G03545
AT5G03780
AT5G04240
AT5G04280
AT5G04290
AT5G04460
AT5G04670
AT5G04940
AT5G05300
AT5G05600
AT5G05610
AT5G05680
AT5G06200
AT5G06250
AT5G06440
AT5G06460
AT5G06480
AT5G06740
AT5G07890
AT5G09280
AT5G09840
AT5G09950
AT5G10100
AT5G10390
AT5G10920
AT5G11210
AT5G12020
AT5G12030
AT5G12340
AT5G12410
AT5G12880
AT5G12930
AT5G13010
AT5G13190
AT5G13970
AT5G14390
AT5G14450
AT5G14710
AT5G15070
AT5G15190
AT5G16100
AT5G16550
AT5G16680
AT5G16910
AT5G17520
AT5G17720
AT5G18000
AT5G18400
AT5G18450
AT5G18620
AT5G18960
AT5G19070
AT5G19110
AT5G19350
AT5G20410
AT5G20720
AT5G20740
AT5G20930
AT5G21040
AT5G21130
AT5G21150
AT5G22380
AT5G22540
AT5G22680
AT5G22850
AT5G22890
AT5G23450
AT5G24020
AT5G24080
AT5G24230
AT5G24430
AT5G25070
AT5G25180
AT5G25430
AT5G25440
AT5G25450
AT5G25475
AT5G25930
AT5G26660
AT5G26731
AT5G26760
AT5G26970
AT5G27510
AT5G27520
AT5G27710
AT5G27800
AT5G28610
AT5G28880
AT5G33350
AT5G35750
AT5G35840
AT5G35910
AT5G36250
AT5G37050
AT5G37290
AT5G37540
AT5G37830
AT5G37970
AT5G38310
AT5G39070
AT5G39100
AT5G40230
AT5G40750
AT5G41080
AT5G41410
AT5G41720
AT5G41890
AT5G42230
AT5G42240
AT5G42250
AT5G42560
AT5G42840
AT5G43560
AT5G43790
AT5G44050
AT5G44070
AT5G44200
AT5G44420
AT5G44470
AT5G45110
AT5G45190
AT5G45890
AT5G46240
AT5G46295
AT5G46580
AT5G46590
AT5G47120
AT5G47130
AT5G47420
AT5G47430
AT5G47810
AT5G47850
AT5G48050
AT5G48330
AT5G48380
AT5G48560
AT5G48570
AT5G48720
AT5G48730
AT5G48960
AT5G48990
AT5G50310
AT5G50360
AT5G50790
AT5G50800
AT5G51490
AT5G51710
AT5G51890
AT5G51980
AT5G52050
AT5G52550
AT5G52552
AT5G52580
AT5G52760
AT5G53020
AT5G53050
AT5G53240
AT5G53940
AT5G54170
AT5G55210
AT5G55300
AT5G55310
AT5G55770
AT5G56240
AT5G56340
AT5G56500
AT5G57240
AT5G57650
AT5G58190
AT5G58480
AT5G59510
AT5G60660
AT5G60770
AT5G61040
AT5G61070
AT5G61210
AT5G61228
AT5G61230
AT5G61420
AT5G61550
AT5G61560
AT5G61605
AT5G61930
AT5G62180
AT5G62250
AT5G62290
AT5G62340
AT5G62460
AT5G62730
AT5G62810
AT5G62960
AT5G63700
AT5G64270
AT5G64420
AT5G64450
AT5G64905
AT5G64950
AT5G65410
AT5G65540
AT5G65760
AT5G65780
AT5G66350
AT5G66510
AT5G66540
AT5G66730
ATMG00040
ATMG00220
ATMG00300
ATMG00370
ATMG00520
ATMG00730
ATMG00980
ATMG01080
ATMG01270
ATMG01290
