Gene
AT1G01140
AT1G01550
AT1G01560
AT1G02330
AT1G02500
AT1G02720
AT1G02870
AT1G02960
AT1G03170
AT1G03370
AT1G03400
AT1G03430
AT1G03830
AT1G03980
AT1G04000
AT1G04140
AT1G04560
AT1G04780
AT1G05000
AT1G05150
AT1G05380
AT1G05460
AT1G05600
AT1G05680
AT1G05960
AT1G06620
AT1G07000
AT1G07060
AT1G07250
AT1G07830
AT1G07910
AT1G07970
AT1G08030
AT1G08070
AT1G08620
AT1G08940
AT1G09500
AT1G09560
AT1G09760
AT1G09890
AT1G09930
AT1G10170
AT1G10522
AT1G10900
AT1G10920
AT1G11160
AT1G11200
AT1G11360
AT1G11480
AT1G11540
AT1G11770
AT1G11990
AT1G12150
AT1G12360
AT1G12680
AT1G12820
AT1G13280
AT1G13460
AT1G13640
AT1G13650
AT1G13940
AT1G14000
AT1G14440
AT1G14460
AT1G14530
AT1G15200
AT1G15260
AT1G15380
AT1G15510
AT1G15780
AT1G16020
AT1G16370
AT1G16780
AT1G17340
AT1G17410
AT1G17470
AT1G17630
AT1G17680
AT1G18190
AT1G19190
AT1G19600
AT1G19680
AT1G19930
AT1G20080
AT1G20350
AT1G20370
AT1G20490
AT1G20960
AT1G21060
AT1G21310
AT1G21320
AT1G21540
AT1G21560
AT1G22090
AT1G22440
AT1G22510
AT1G22660
AT1G22670
AT1G22760
AT1G22790
AT1G22970
AT1G22990
AT1G23205
AT1G23560
AT1G23910
AT1G24290
AT1G24350
AT1G26110
AT1G26160
AT1G26270
AT1G26390
AT1G26460
AT1G26730
AT1G27900
AT1G28010
AT1G28030
AT1G28135
AT1G28460
AT1G28550
AT1G29710
AT1G29900
AT1G30090
AT1G30440
AT1G30490
AT1G30620
AT1G31230
AT1G31600
AT1G31750
AT1G32310
AT1G32350
AT1G32360
AT1G32610
AT1G32960
AT1G33040
AT1G33055
AT1G33760
AT1G33790
AT1G34750
AT1G35890
AT1G36120
AT1G36990
AT1G41810
AT1G42460
AT1G42550
AT1G42990
AT1G43040
AT1G43140
AT1G43630
AT1G43850
AT1G44750
AT1G44780
AT1G47280
AT1G47570
AT1G47655
AT1G47970
AT1G47980
AT1G48070
AT1G48300
AT1G48780
AT1G49200
AT1G49450
AT1G49810
AT1G50400
AT1G51100
AT1G51170
AT1G51410
AT1G51620
AT1G51790
AT1G51800
AT1G51860
