Probe_Set_ID
AT1G01225
AT1G02220
AT1G02460
AT1G02730
AT1G03720
AT1G03740
AT1G04140
AT1G04860
AT1G06160
AT1G06640
AT1G07128
AT1G07615
AT1G08030
AT1G08620
AT1G10340
AT1G10750
AT1G12020
AT1G13230
AT1G13250
AT1G13260
AT1G14890
AT1G15170
AT1G15640
AT1G15960
AT1G17744
AT1G19220
AT1G19250
AT1G19270
AT1G20890
AT1G21100
AT1G21380
AT1G22050
AT1G23890
AT1G25500
AT1G26380
AT1G27060
AT1G28050
AT1G28160
AT1G28190
AT1G28240
AT1G28250
AT1G29440
AT1G29750
AT1G30090
AT1G31670
AT1G31812
AT1G31930
AT1G32190
AT1G32310
AT1G32790
AT1G33110
AT1G34190
AT1G34245
AT1G34470
AT1G35617
AT1G37057
AT1G42365
AT1G43620
AT1G43650
AT1G47655
AT1G47720
AT1G48170
AT1G50440
AT1G51860
AT1G51920
AT1G52240
AT1G52980
AT1G55960
AT1G57630
AT1G58270
AT1G59950
AT1G59970
AT1G60220
AT1G60810
AT1G62200
AT1G62820
AT1G63110
AT1G63850
AT1G64110
AT1G64750
AT1G65060
AT1G65680
AT1G65890
AT1G66200
AT1G66930
AT1G67230
AT1G67370
AT1G67630
AT1G67730
AT1G68880
AT1G69310
AT1G69870
AT1G70790
AT1G70830
AT1G71050
AT1G71140
AT1G71390
AT1G72630
AT1G72890
AT1G72990
AT1G73640
AT1G73700
AT1G73710
AT1G73840
AT1G74055
AT1G74360
AT1G75190
AT1G75730
AT1G77220
AT1G77330
AT1G77720
AT1G77890
AT1G78420
AT1G79410
AT1G79620
AT1G79630
AT1G79660
AT1G79670
AT1G79680
AT1G79810
AT1G80350
AT1G80800
AT2G01090
AT2G01690
AT2G01890
AT2G03200
AT2G03410
AT2G03430
AT2G03980
AT2G04040
AT2G04050
AT2G04070
AT2G04450
AT2G04890
AT2G05950
AT2G07190
AT2G10090
AT2G13810
AT2G14530
AT2G15600
AT2G16060
AT2G16340
AT2G16365
AT2G16570
AT2G16710
AT2G17340
AT2G17370
AT2G17660
AT2G18170
AT2G19460
AT2G19990
AT2G20550
AT2G20650
AT2G21220
AT2G21830
AT2G22620
AT2G22970
AT2G23270
AT2G24310
AT2G25060
AT2G25190
AT2G25220
AT2G25510
AT2G27490
AT2G27980
AT2G28320
AT2G28620
AT2G28740
AT2G28760
AT2G29090
AT2G29100
AT2G29980
AT2G30400
AT2G31980
AT2G32040
AT2G32610
AT2G33020
AT2G34660
AT2G35980
AT2G36570
AT2G36950
AT2G37430
AT2G37940
AT2G39300
AT2G39820
AT2G39910
AT2G41020
AT2G41340
AT2G41380
AT2G41600
AT2G42390
AT2G42700
AT2G42950
AT2G43000
AT2G43140
AT2G43700
AT2G44190
AT2G44880
AT2G45150
AT2G45380
AT2G48060
AT3G02080
AT3G02180
AT3G02330
AT3G02460
AT3G02800
AT3G03210
AT3G03550
AT3G03670
AT3G03720
AT3G04030
AT3G04420
AT3G06130
AT3G06450
AT3G07100
AT3G07270
AT3G09020
AT3G09250
AT3G09735
AT3G10760
AT3G10985
AT3G11320
AT3G11340
AT3G12120
AT3G12500
AT3G12680
AT3G13340
AT3G13350
AT3G13380
AT3G13610
AT3G13670
AT3G13730
AT3G14680
AT3G14740
AT3G14820
AT3G16040
AT3G16910
AT3G19000
AT3G19380
AT3G19720
AT3G20130
AT3G20620
AT3G20670
AT3G21070
AT3G21100
AT3G22770
AT3G23870
AT3G24450
AT3G24890
AT3G26020
AT3G26310
AT3G27520
AT3G27560
AT3G27820
AT3G28140
AT3G28320
AT3G28510
AT3G28540
AT3G28580
AT3G28840
AT3G29400
AT3G30820
AT3G42090
AT3G42820
AT3G43250
AT3G43310
AT3G44770
AT3G44990
AT3G45240
AT3G45242
AT3G46030
AT3G47380
AT3G48120
AT3G48850
AT3G48990
AT3G49520
AT3G51190
AT3G51330
AT3G51580
AT3G52490
AT3G52620
AT3G52710
AT3G53150
AT3G53680
AT3G53730
AT3G53910
AT3G54420
AT3G55550
AT3G56010
AT3G57690
AT3G57770
AT3G58000
AT3G58460
AT3G59660
AT3G59910
AT3G60420
AT3G60690
AT3G61960
AT3G62370
AT3G62590
AT4G00020
AT4G00500
AT4G00700
AT4G03153
AT4G03190
AT4G03205
AT4G04490
AT4G04500
AT4G04750
AT4G04770
AT4G04860
AT4G05160
AT4G05500
AT4G08050
AT4G08490
AT4G08800
AT4G10120
AT4G10170
AT4G11000
AT4G11140
AT4G11370
AT4G11740
AT4G13230
AT4G13560
AT4G13800
AT4G15120
AT4G16330
AT4G16845
AT4G16920
AT4G17930
AT4G18980
AT4G19140
AT4G19370
AT4G19690
AT4G20210
AT4G20840
AT4G21210
AT4G21270
AT4G21490
AT4G21640
AT4G21820
AT4G22330
AT4G22490
AT4G23280
AT4G23895
AT4G23900
AT4G24120
AT4G24690
AT4G24810
AT4G25790
AT4G25835
AT4G26980
AT4G27550
AT4G28010
AT4G28250
AT4G28420
AT4G29250
AT4G29570
AT4G29710
AT4G29770
AT4G30230
AT4G30390
AT4G31840
AT4G31860
AT4G31920
AT4G32660
AT4G32940
AT4G33440
AT4G33480
AT4G33540
AT4G34370
AT4G34510
AT4G35380
AT4G35725
AT4G36430
AT4G37010
AT4G37780
AT4G38360
AT4G38540
AT4G38930
AT4G39030
AT4G39270
AT4G39330
AT4G39870
AT4G40080
AT5G01220
AT5G03090
AT5G03280
AT5G03780
AT5G05250
AT5G06920
AT5G06960
AT5G07370
AT5G07830
AT5G10400
AT5G10520
AT5G10830
AT5G11680
AT5G13700
AT5G14310
AT5G14940
AT5G15190
AT5G15300
AT5G15580
AT5G15790
AT5G16250
AT5G16620
AT5G17650
AT5G17860
AT5G18120
AT5G18190
AT5G18490
AT5G19170
AT5G19280
AT5G19330
AT5G19710
AT5G20270
AT5G20300
AT5G21100
AT5G22030
AT5G22300
AT5G22580
AT5G23430
AT5G23580
AT5G23910
AT5G24310
AT5G24320
AT5G24570
AT5G25530
AT5G25570
AT5G25910
AT5G26610
AT5G26930
AT5G27420
AT5G28010
AT5G28880
AT5G35490
AT5G35840
AT5G37850
AT5G40520
AT5G40850
AT5G40950
AT5G40990
AT5G41260
AT5G41650
AT5G41700
AT5G41990
AT5G41992
AT5G42230
AT5G43320
AT5G44990
AT5G45000
AT5G45610
AT5G45630
AT5G46020
AT5G46080
AT5G46640
AT5G47480
AT5G47580
AT5G47960
AT5G48020
AT5G48340
AT5G48850
AT5G49160
AT5G50130
AT5G51830
AT5G52550
AT5G52552
AT5G53130
AT5G53350
AT5G53650
AT5G54370
AT5G54500
AT5G55660
AT5G58310
AT5G58680
AT5G58730
AT5G58787
AT5G58940
AT5G59150
AT5G59320
AT5G59540
AT5G59780
AT5G60170
AT5G60230
AT5G60360
AT5G62070
AT5G62480
AT5G62540
AT5G62960
AT5G65070
AT5G65140
AT5G65600
AT5G65940
AT5G66080
AT5G66230
AT5G66460
AT5G66690
AT5G66730
AT5G67440
